Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Evaluation of the efficacy and safety of intravenous remdesivir in adult patients with severe COVID-19: study protocol for a phase 3 randomized, double-blind, placebo-controlled, multicentre trial","Wang, Yeming; Zhou, Fei; Zhang, Dingyu; Zhao, Jianping; Du, Ronghui; Hu, Yi; Cheng, Zhenshun; Gao, Ling; Jin, Yang; Luo, Guangwei; Fu, Shouzhi; Lu, Qiaofa; Du, Guanhua; Wang, Ke; Lu, Yang; Fan, Guohui; Zhang, Yi; Liu, Ying; Ruan, Shunan; Liu, Wen; Jaki, Thomas; Hayden, Frederick G.; Horby, Peter W.; Cao, Bin; Wang, Chen",,,,TRIALS,MAY 24 2020,2020,21,1,,,,,,422,10.1186/s13063-020-04352-9,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Clinical Trials and Tribulations in the COVID-19 Era,"Weinberg, Marc Scott; Patrick, Regan E.; Schwab, Nadine A.; Owoyemi, Praise; May, Rose; McManus, Alison J.; Gerber, Jessica; Harper, David G.; Arnold, Steven E.; Forester, Brent",,,,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,SEP 2020,2020,28,9,,,,913,920,,10.1016/j.jagp.2020.05.016,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Human umbilical cord-derived mesenchymal stem cell therapy in patients with COVID-19: a phase 1 clinical trial,"Meng, Fanping; Xu, Ruonan; Wang, Siyu; Xu, Zhe; Zhang, Chao; Li, Yuanyuan; Yang, Tao; Shi, Lei; Fu, Junliang; Jiang, Tianjun; Huang, Lei; Zhao, Peng; Yuan, Xin; Fan, Xing; Zhang, Ji-Yuan; Song, Jinwen; Zhang, Dawei; Jiao, Yanmei; Liu, Limin; Zhou, Chunbao; Maeurer, Markus; Zumla, Alimuddin; Shi, Ming; Wang, Fu-Sheng",,,,SIGNAL TRANSDUCTION AND TARGETED THERAPY,AUG 27 2020,2020,5,1,,,,,,172,10.1038/s41392-020-00286-5,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Study of alteplase for respiratory failure in severe acute respiratory syndrome coronavirus 2/COVID-19: Study design of the phase IIa STARS trial,"Moore, Hunter B.; Barrett, Christopher D.; Moore, Ernest E.; Jhunjhunwala, Rashi; McIntyre, Robert C.; Moore, Peter K.; Wang, Janice; Hajizadeh, Negin; Talmor, Daniel S.; Sauaia, Angela; Yaffe, Michael B.",,,,RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS,AUG 2020,2020,4,6,,,,984,996,,10.1002/rth2.12395,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"A Randomized, Open-Label, Controlled Clinical Trial of Azvudine Tablets in the Treatment of Mild and Common COVID-19, a Pilot Study","Ren, Zhigang; Luo, Hong; Yu, Zujiang; Song, Jingchao; Liang, Lan; Wang, Ling; Wang, Haiyu; Cui, Guangying; Liu, Yong; Wang, Jin; Li, Qingquan; Zeng, Zhaohai; Yang, Shengkun; Pei, Guangzhong; Zhu, Yonghui; Song, Wenbin; Yu, Wenquan; Song, Chuanjun; Dong, Lihong; Hu, Chuansong; Du, Jinfa; Chang, Junbiao",,,,ADVANCED SCIENCE,OCT 2020,2020,7,19,,,,,,2001435,10.1002/advs.202001435,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Hydroxychloroquine versus Azithromycin for Hospitalized Patients with Suspected or Confirmed COVID-19 (HAHPS) Protocol for a Pragmatic, Open-Label, Active Comparator Trial","Brown, Samuel M.; Peltan, Ithan D.; Webb, Brandon; Kumar, Naresh; Starr, Nathan; Grissom, Colin; Buckel, Whitney R.; Srivastava, Raj; Harris, Estelle S.; Leither, LindsayM.; Johnson, Stacy A.; Paine, Robert, III; Greene, Tom",,,,ANNALS OF THE AMERICAN THORACIC SOCIETY,AUG 2020,2020,17,8,,,,1008,1015,,10.1513/AnnalsATS.202004-309SD,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Efficient Adaptive Designs for Clinical Trials of Interventions for COVID-19,"Stallard, Nigel; Hampson, Lisa; Benda, Norbert; Brannath, Werner; Burnett, Thomas; Friede, Tim; Kimani, Peter K.; Koenig, Franz; Krisam, Johannes; Mozgunov, Pavel; Posch, Martin; Wason, James; Wassmer, Gernot; Whitehead, John; Williamson, S. Faye; Zohar, Sarah; Jaki, Thomas",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1790415,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Effectiveness of an 8-Week Web-Based Mindfulness Virtual Community Intervention for University Students on Symptoms of Stress, Anxiety, and Depression: Randomized Controlled Trial","El Morr, Christo; Ritvo, Paul; Ahmad, Farah; Moineddin, Rahim",MVC Team,,,JMIR MENTAL HEALTH,JUL 17 2020,2020,7,7,,,,,,e18595,10.2196/18595,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Assessing the Impact of COVID-19 on the Clinical Trial Objective and Analysis of Oncology Clinical Trials-Application of the Estimand Framework,"Degtyarev, Evgeny; Rufibach, Kaspar; Shentu, Yue; Yung, Godwin; Casey, Michelle; Englert, Stefan; Liu, Feng; Liu, Yi; Sailer, Oliver; Siegel, Jonathan; Sun, Steven; Tang, Rui; Zhou, Jiangxiu",Ind Working Grp Estimands Oncology,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1785543,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Test and treat COVID 65 plus-Hydroxychloroquine versus placebo in early ambulatory diagnosis and treatment of older patients with COVID19: A structured summary of a study protocol for a randomised controlled trial,"Goepel, Siri; Bethge, Wolfgang; Martus, Peter; Kreth, Florian; Iftner, Thomas; Joos, Stefanie; Doebele, Stefanie; Mordmueller, Benjamin; Kremsner, Peter; Ettrich, Thomas; Seufferlein, Thomas; Bitzer, Michael; Malek, Nisar",,,,TRIALS,JUL 10 2020,2020,21,1,,,,,,635,10.1186/s13063-020-04556-z,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
A rationale and framework for seeking remote electronic or phone consent approval in endovascular stroke trials - special relevance in the COVID-19 environment and beyond,"Rai, Ansaar T.; Frei, Donald",,,,JOURNAL OF NEUROINTERVENTIONAL SURGERY,JUL 2020,2020,12,7,,,,654,657,,10.1136/neurintsurg-2020-016221,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Research methodology and characteristics of journal articles with original data, preprint articles and registered clinical trial protocols about COVID-19","Fidahic, Mahir; Nujic, Danijela; Runjic, Renata; Civljak, Marta; Markotic, Filipa; Makaric, Zvjezdana Lovric; Puljak, Livia",,,,BMC MEDICAL RESEARCH METHODOLOGY,JUN 22 2020,2020,20,1,,,,,,161,10.1186/s12874-020-01047-2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
The Impact of Quarantine and Physical Distancing Following COVID-19 on Mental Health: Study Protocol of a Multicentric Italian Population Trial,"Giallonardo, Vincenzo; Sampogna, Gaia; Del Vecchio, Valeria; Luciano, Mario; Albert, Umberto; Carmassi, Claudia; Carra, Giuseppe; Cirulli, Francesca; Dell'Osso, Bernardo; Nanni, Maria Giulia; Pompili, Maurizio; Sani, Gabriele; Tortorella, Alfonso; Volpe, Umberto; Fiorillo, Andrea",,,,FRONTIERS IN PSYCHIATRY,JUN 5 2020,2020,11,,,,,,,533,10.3389/fpsyt.2020.00533,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pilot Trial of a Telepsychotherapy Parenting Skills Intervention for Veteran Families: Implications for Managing Parenting Stress During COVID-19,"Riegler, Lindsay James; Raj, Stacey P.; Moscato, Emily L.; Narad, Megan E.; Kincaid, Amberly; Wade, Shari L.",,,,JOURNAL OF PSYCHOTHERAPY INTEGRATION,JUN 2020,2020,30,2,,,SI,290,303,,10.1037/int0000220,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Artemisia annua: Trials are needed for COVID-19,"Haq, Faiz Ul; Roman, Muhammad; Ahnnad, Kashif; Rahman, Saeed Ur; Shah, Syed Murtaza Ali; Suleman, Naveed; Ullah, Sami; Ahnnad, Iftekhar; Ullah, Wajahat",,,,PHYTOTHERAPY RESEARCH,OCT 2020,2020,34,10,,,,2423,2424,,10.1002/ptr.6733,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Clinical trials during COVID-19,"Singh, Arjun Gurmeet; Chaturvedi, Pankaj",,,,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,JUL 2020,2020,42,7,,,SI,1516,1518,,10.1002/hed.26223,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Drug repurposing clinical trials in the search for life-saving COVID-19 therapies; research targets and methodological and ethical issues,"Roma Paumgartten, Francisco Jose; Delgado, Isabella Fernandes; Pitta, Luciana da Rocha; Amado Xavier de Oliveira, Ana Cecilia",,,,VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA,MAY 2020,2020,8,2,,,,39,53,,10.22239/2317-269x.01596,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Activate: Randomized Clinical Trial of BCG Vaccination against Infection in the Elderly,"Giamarellos-Bourboulis, Evangelos J.; Tsilika, Maria; Moorlag, Simone; Antonakos, Nikolaos; Kotsaki, Antigone; Dominguez-Andres, Jorge; Kyriazopoulou, Evdoxia; Gkavogianni, Theologia; Adami, Maria-Evangelia; Damoraki, Georgia; Koufargyris, Panagiotis; Karageorgos, Athanassios; Bolanou, Amalia; Koenen, Hans; van Crevel, Reinout; Droggiti, Dionyssia-Irene; Renieris, George; Papadopoulos, Antonios; Netea, Mihai G.",,,,CELL,OCT 15 2020,2020,183,2,,,,315,+,,10.1016/j.cell.2020.08.051,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Achieving effective informed oversight by DMCs in COVID clinical trials,"DeMets, David L.; Fleming, Thomas R.",,,,JOURNAL OF CLINICAL EPIDEMIOLOGY,OCT 2020,2020,126,,,,,167,171,,10.1016/j.jclinepi.2020.07.001,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Safety and effectiveness of azithromycin in patients with COVID-19: An open-label randomised trial,"Sekhavati, Ehsan; Jafari, Fatemeh; SeyedAlinaghi, SeyedAhmad; Jamalimoghadamsiahkali, Saeidreza; Sadr, Sara; Tabarestani, Mohammad; Pirhayati, Mohammad; Zendehdel, Abolfazl; Manafi, Navid; Hajiabdolbaghi, Mahboubeh; Ahmadinejad, Zahra; Kouchak, Hamid Emadi; Jafari, Sirous; Khalili, Hosein; Salehi, Mohamadreza; Seifi, Arash; Golestan, Fereshteh Shahmari; Ghiasvand, Fereshteh",,,,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,OCT 2020,2020,56,4,,,,,,106143,10.1016/j.ijantimicag.2020.106143,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low-dose whole-lung radiation for COVID-19 pneumonia: Planned day 7 interim analysis of a registered clinical trial,"Hess, Clayton B.; Buchwald, Zachary S.; Stokes, William; Nasti, Tahseen H.; Switchenko, Jeffrey M.; Weinberg, Brent D.; Steinberg, James P.; Godette, Karen D.; Murphy, David; Ahmed, Rafi; Curran, Walter J., Jr.; Khan, Mohammad K.",,,,CANCER,,2020,,,,,,,,,10.1002/cncr.33130,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Landscape of Cardiovascular Clinical Trials in the United States Initiated Before and During COVID-19,"Selvaraj, Senthil; Greene, Stephen J.; Khatana, Sameed Ahmed M.; Nathan, Ashwin S.; Solomon, Scott D.; Bhatt, Deepak L.",,,,JOURNAL OF THE AMERICAN HEART ASSOCIATION,SEP 15 2020,2020,9,18,,,,,,e018274,10.1161/JAHA.120.018274,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hydroxychloroquine in Patients with Rheumatic Disease Complicated by COVID-19: Clarifying Target Exposures and the Need for Clinical Trials,"Balevic, Stephen J.; Hornik, Christoph P.; Green, Thomas P.; Clowse, Megan E. B.; Gonzalez, Daniel; Maharaj, Anil R.; Schanberg, Laura E.; Eudy, Amanda M.; Swamy, Geeta K.; Hughes, Brenna L.; Cohen-Wolkowiez, Michael",,,,JOURNAL OF RHEUMATOLOGY,SEP 1 2020,2020,47,9,,,,1424,1430,,10.3899/jrheum.200493,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19,"Casey, Jonathan D.; Johnson, Nicholas J.; Semler, Matthew W.; Collins, Sean P.; Aggarwal, Neil R.; Brower, Roy G.; Chang, Steven Y.; Eppensteiner, John; Filbin, Michael; Gibbs, Kevin W.; Ginde, Adit A.; Gong, Michelle N.; Harrell, Frank; Hayden, Douglas L.; Hough, Catherine L.; Khan, Akram; Leither, Lindsay M.; Moss, Marc; Oldmixon, Cathryn F.; Park, Pauline K.; Reineck, Lora A.; Ringwood, Nancy J.; Robinson, Bryce R. H.; Schoenfeld, David A.; Shapiro, Nathan, I; Steingrub, Jay S.; Torr, Donna K.; Weissman, Alexandra; Lindsell, Christopher J.; Rice, Todd W.; Thompson, B. Taylor; Brown, Samuel M.; Self, Wesley H.",,,,ANNALS OF THE AMERICAN THORACIC SOCIETY,SEP 2020,2020,17,9,,,,1144,1153,,10.1513/AnnalsATS.202005-478SD,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A large number of COVID-19 interventional clinical trials were registered soon after the pandemic onset: a descriptive analysis,"Nasrallah, Ali A.; Farran, Sarah H.; Nasrallah, Zainab A.; Chahrour, Mohamad A.; Salhab, Hamza A.; Fares, Mohamad Y.; Khachfe, Hussein H.; Akl, Elie A.",,,,JOURNAL OF CLINICAL EPIDEMIOLOGY,SEP 2020,2020,125,,,,,170,178,,10.1016/j.jclinepi.2020.06.005,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Neuroendovascular clinical trials disruptions due to COVID-19. Potential future challenges and opportunities,"Rai, Ansaar T.; Leslie-Mazwi, Thabele M.; Fargen, Kyle M.; Pandey, Aditya S.; Dabus, Guilherme; Hassan, Ameer E.; Fraser, Justin F.; Hirsch, Joshua A.; Gupta, Rishi; Hanel, Ricardo; Yoo, Albert J.; Bozorgchami, Hormozd; Fiorella, David; Mocco, J.; Arthur, Adam S.; Zaidat, Osama; Siddiqui, Adnan H.",,,,JOURNAL OF NEUROINTERVENTIONAL SURGERY,SEP 2020,2020,12,9,,,,831,+,,10.1136/neurintsurg-2020-016502,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low dose anti-inflammatory radiotherapy for the treatment of pneumonia by covid-19: A proposal for a multi-centric prospective trial,"Algara, M.; Arenas, M.; Marin, J.; Vallverdu, I.; Fernandez-Leton, P.; Villar, J.; Fabrer, G.; Rubio, C.; Montero, A.",,,,CLINICAL AND TRANSLATIONAL RADIATION ONCOLOGY,SEP 2020,2020,24,,,,,29,33,,10.1016/j.ctro.2020.06.005,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
