Authors,Author Full Names,Article Title,Source Title,Abstract,Publication Date,Publication Year,Volume,Issue,DOI,Pubmed Id
"Li, J; Bao, L; Xia, ZJ; Wang, SL; Zhou, X; Ding, KY; Zhang, WH; Yang, W; Li, BZ; Fu, CC; Chen, B; Hua, LM; Wang, L; Luo, J; Yang, Y; Xu, TH; Wang, WD; Huang, Y; Wu, GL; Liu, P","Li, Jing; Bao, Li; Xia, Zhongjun; Wang, Sili; Zhou, Xin; Ding, Kaiyang; Zhang, Wenhao; Yang, Wei; Li, Bingzong; Fu, Chengcheng; Chen, Bing; Hua, Luoming; Wang, Liang; Luo, Jun; Yang, Yang; Xu, Tianhong; Wang, Weida; Huang, Yun; Wu, Guolin; Liu, Peng",Ixazomib-based frontline therapy in patients with newly diagnosed multiple myeloma in real-life practice showed comparable efficacy and safety profile with those reported in clinical trial: a multi-center study,ANNALS OF HEMATOLOGY,"The induction therapy containing ixazomib, an oral proteasome inhibitor, has shown favorable efficacy and safety in clinical trials, but its experience in real-life remains limited. In routine practice, few patients received ixazomib-based induction therapy due to reasons including (1) patients' preference on oral regimens, (2) concerns on adverse events (AEs) of other intravenous/subcutaneous regimens, (3) requirements for less center visits, and (4) fears of COVID-19 and other infectious disease exposures. With the aim of assessing the real-life effectiveness and safety of ixazomib-based induction therapy, we performed this multi-center, observational study on 85 newly diagnosed multiple myeloma (NDMM) patients from 14 medical centers. Ixazomib-based regimens included ixazomib-lenalidomide-dexamethasone (IRd) in 44.7% of patients, ixazomib-dexamethasone (Id) in 29.4%, and Id plus another agent (doxorubicin, cyclophosphamide, thalidomide, or daratumumab) in 25.9%. Different ixazomib-based therapies were applied due to (1) financial burdens or limitations on local health insurance coverage, (2) concerns on treatment tolerance, and (3) drug accessibility issue. Ten patients received ixazomib maintenance. The median age was 67 years; 43.5% had ISS stage III disease; 48.2% had an Eastern Cooperative Oncology Group performance score >= 2; and 17.6% with high-risk cytogenetic abnormalities. Overall response rate for all 85 patients was 95.3%, including 65.9% very good partial response or better and 29.5% complete responses. The median time to response was 30 days. The response rate was similar across different ixazomib-based regimens. Median progression-free survival was not reached. Severe AEs (>= grade 3) were reported in 29.4% of patients. No grade 3/4 peripheral neuropathy (PN) occurred. Patients received a median of 6 (range 1-20) cycles of ixazomib treatment; 56.6% remained on treatment at data cutoff; 15.3% discontinued treatment due to intolerable AEs. These results support that the ixazomib-based frontline therapy was highly effective with acceptable toxicity in routine practice and the ixazomib oral regimens could be good alternative options for NDMM patients.",NOV,2020,99,11,10.1007/s00277-020-04234-9,32892275
"Ancy, I; Sivanandam, M; Kumaradhas, P","Ancy, Iruthayaraj; Sivanandam, Mugudeeswaran; Kumaradhas, Poomani","Possibility of HIV-1 protease inhibitors-clinical trial drugs as repurposed drugs for SARS-CoV-2 main protease: a molecular docking, molecular dynamics and binding free energy simulation study",JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,"Initially, the SARS-CoV-2 virus was emerged from Wuhan, China and rapidly spreading across the world and urges the scientific community to develop antiviral therapeutic agents. Among several strategies, drug repurposing will help to react immediately to overcome the COVID-19 pandemic. In the present study, we have chosen two clinical trial drugs against HIV-1 protease namely, TMB607 and TMC310911 to use as the inhibitors of SARS-CoV-2 main protease (M-pro) enzyme. To make use of these two inhibitors as the repurposed drugs for COVID-19, it is essential to know the molecular basis of the binding mechanism of these two molecules with the SARS-CoV-2 M-pro. To understand the binding mechanism, we have performed molecular docking, molecular dynamics (MD) simulations, and binding free energy calculations against the SARS-CoV-2 M-pro. The docking results indicate that both molecules form intermolecular interactions with the active site amino acids of M(pro)enzyme. However, during the MD simulations, TMB607 forms strong interaction with the key amino acids of M-pro, and remains intact. The RMSD and RMSF values of both complexes were stable throughout the MD simulations. The MM-GBSA binding free energy values of both complexes are -43.7 and -34.9 kcal/mol, respectively. Thisin silicostudy proves that the TMB607 molecule binds strongly with the SARS-CoV-2 M(pro)enzyme and it may be suitable for the drug repurposing of COVID-19 and further drug designing. Communicated by Ramaswamy H. Sarma",,,,,10.1080/07391102.2020.1786459,32627689
"Ahmad, F; Wang, J; Wong, B; Fung, WLA","Ahmad, Farah; Wang, Jamie; Wong, Bonnie; Fung, Wai Lun Alan",Interactive mental health assessments for Chinese Canadians: A pilot randomized controlled trial in nursepractitioner-ledprimary care clinic,ASIA-PACIFIC PSYCHIATRY,"Introduction Mental health conditions like depression and anxiety are on the rise, but access to care remains a challenge. Immigrants and racialized communities including Chinese Canadians experience high level of access barriers including communication with clinicians. With the aim to facilitate mental health communications, we tested an Interactive Computer-assisted Client Assessment Survey (iCCAS) in Cantonese/Mandarin and English at a nurse practitioner-led primary care clinic in Toronto. The iCCAS offers a touch-screen, pre-consultation survey with questions on depression, anxiety, post-traumatic stress, alcohol abuse, and social context. The program generates point-of-care reports for the clinician and patient. Methods A pilot randomized controlled trial examined the intervention impact on mental health discussion and symptom detection, compared with the usual care, followed by clinicians' qualitative interviews. Results Fifty self-identified Chinese adult patients participated (iCCAS = 26, Usual Care = 24), response rate 79.4%. Participant mean age was 44.8 years and 92% were immigrants. There was an increase of 19% and 15% in the mental health discussion and detection of symptoms in the iCCAS group compared with the usual care. More participants in the iCCAS group were referred to a social worker or psychiatrist. Patients found the use of iCCAS easy and clinicians identified its benefits for themselves (eg, early identification and comfort) and patients (eg, self-awareness and anonymity) and proposed practice-integration. Discussion The studied tool holds promise for enhancing clinician-patient mental health communications in primary care settings for overseas Chinese. Implications are discussed for in-person and virtual healthcare which could also inform responses to mental health crisis related to COVID-19.",,,,,10.1111/appy.12400,32608131
"Eyal, N; Halkitis, PN","Eyal, Nir; Halkitis, Perry N.",AIDS Activism and Coronavirus Vaccine Challenge Trials,AIDS AND BEHAVIOR,,DEC,2020,24,12,10.1007/s10461-020-02953-8,32591984
"Chow, SC; Zhang, W","Chow, Shein-Chung; Zhang, Wei",Statistical Evaluation of Clinical Trials Under COVID-19 Pandemic,THERAPEUTIC INNOVATION & REGULATORY SCIENCE,"When conducting clinical trials under COVID-19 pandemic, protocol deviations and/or protocol violations are inevitably encountered due to possible environment change which may have an impact on the accuracy and reliability of clinical evaluation of the test treatment under investigation. Protocol deviations and/or violations include, but are not limited to, eligibility criteria, testing procedure, dose and dose regiment, treatment duration and clinical operation of the intended trial. FDA published guidance in March 2020 to assist investigators and institutional boards (IRBs) in assuring the safety of trial participants, maintaining compliance with good clinical practice, and minimizing risks to trial integrity during the COVID-19 pandemic. The purpose of this article is to proposal methods for statistical evaluation in terms of (i) possible shift in target patient population and (ii) assessment of reproducibility of clinical studies conduct under COVID-19 pandemic environment. The proposed methods can be used to determine whether the clinical results of the intended trials are acceptable from both statistical and regulatory perspectives.",NOV,2020,54,6,10.1007/s43441-020-00182-8,32583289
"Murugan, NA; Pandian, CJ; Jeyakanthan, J","Murugan, Natarajan Arul; Pandian, Chitra Jeyaraj; Jeyakanthan, Jeyaraman",Computational investigation onAndrographis paniculataphytochemicals to evaluate their potency against SARS-CoV-2 in comparison to known antiviral compounds in drug trials,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,"The outbreak due to SARS-CoV-2 (or Covid-19) is spreading alarmingly and number of deaths due to infection is aggressively increasing every day. Due to the rapid human to human transmission of Covid-19, we are in need to find a potent drug at the earliest by ruling-out the traditional time-consuming approach of drug development. This is only possible if we use reliable computational approaches for screening compounds from chemical space or by drug repurposing or by finding the phytochemicals and nutraceuticals from plants as they can be immediately used without the need for carrying out drug-trials to test safety and efficacy. A number of plant products were routinely suggested as drugs in traditional Indian and Chinese medicine. Here using molecular docking approach, and combined molecular dynamics and MM-GBSA based free energy calculations approach, we study the potency of the four selected phytochemicals namely andrographolide (AGP1), 14-deoxy 11,12-didehydro andrographolide (AGP2), neoandrographolide (AGP3) and 14-deoxy andrographolide (AGP4) fromA. paniculataplant against the four key targets including three non-structural proteins (3 L main protease (3CLpro), Papain-like proteinase (PLpro) and RNA-directed RNA polymerase (RdRp)) and a structural protein (spike protein (S)) of the virus which are responsible for replication, transcription and host cell recognition. The therapeutic potential of the selected phytochemicals against Covid-19 were also evaluated in comparison with a few commercially available drugs. The binding free energy data suggest that AGP3 could be used as a cost-effective drug-analog for treating covid-19 infection in developing countries. Communicated by Ramaswamy H. Sarma",,,,,10.1080/07391102.2020.1777901,32543978
"Barra, S; Guarnieri, A; Bastia, MBDE; Marcenaro, M; Tornari, E; Belgioia, L; Magrini, SM; Ricardi, U; Corvo, R","Barra, Salvina; Guarnieri, Alessia; di Monale e Bastia, Michela Buglione; Marcenaro, Michela; Tornari, Elena; Belgioia, Liliana; Magrini, Stefano Maria; Ricardi, Umberto; Corvo, Renzo",Short fractionation radiotherapy for early prostate cancer in the time of COVID-19: long-term excellent outcomes from a multicenter Italian trial suggest a larger adoption in clinical practice,RADIOLOGIA MEDICA,"Introduction To evaluate stereotactic body radiotherapy (SBRT) in low-risk Prostate Cancer patients as preferred treatment option in emergency health conditions. Materials and methods From April 2013 to September 2015, 28 patients with low-risk prostate cancer were prospectively enrolled. The SBRT prescribed dose was 36.25 Gy in 5 fractions, twice a week. Primary endpoints were acute and late toxicity. Secondary endpoints were biochemical recurrence free survival (bRFS) and overall survival. Results Median follow-up was 65.5 months (range 52-81). No acute G3 or G4 toxicity was recorded. Acute G1 or G2 genitourinary (GU) toxicity occurred in 43% and acute G1-G2 gastrointestinal (GI) toxicity in 14%. Late G1 and G3 GU toxicity in 18% and 3.5%, respectively. The G3 toxicity was not directly attributable to radiotherapy. Late G1 GI toxicity occurred in 18%. 5yy bRFS was 96.5% (95% CI 82.3-99.4%). Conclusions Stereotactic body radiotherapy for early prostate cancer reported safe toxicity profile and a good clinical outcome at the median follow-up of 5 years. It may be an useful option if radiotherapy is required in emergency medical conditions.",,,,,10.1007/s11547-020-01216-9,32415472
"Abu-Farha, RK; Alzoubi, KH; Khabour, OF","Abu-Farha, Rana K.; Alzoubi, Karem H.; Khabour, Omar F.",Public Willingness to Participate in COVID-19 Vaccine Clinical Trials: A Study from Jordan,PATIENT PREFERENCE AND ADHERENCE,"Purpose: The development and production of novel vaccine to prevent COVID-19 is an international imperative to human lives. For that purpose, clinical trials have to be carried out as per international ethical standards. The current study was undertaken to examine the willingness to participate in COVID-19 vaccine clinical trials and to determine factors that might affect their decision to participate. Patients and Methods: A cross-sectional survey study was carried out among the public in Jordan. During the study period, a convenience sample of adults (aged 18 years or above) were asked to participate via an online self-administered survey that was designed to evaluate the willingness to participate in COVID-19 vaccine clinical trials and to determine factors affecting their decision to participate. Results: Results showed that, among participants (n=1,287), 36.1% reported to be willing to participate in clinical trials of the vaccine. Additionally, a lower percentage (18.1%) were willing to allow their children to participate. Motivators that encourage participation were the desire to return to normal life (73.2%), followed by the desire to help in finding a treatment for COVID-19 infection (68.1%). Barriers towards the participation were not wanting to be challenged by the virus (54.7%), fear (40.7%), lack of time (40.4%), and mistrust in pharmaceutical companies (38.9%). Finally, results showed that higher educational level was associated with lower willingness to participate (P=0.001), whereas having a previous participation in clinical studies is associated with a significantly higher willingness to participate in COVID-19 vaccine clinical trials (P<0.001). Conclusion: A good portion of Jordanians are positive regarding participation in clinical studies of COVID-19 vaccine. Educational level and previous participation in clinical studies were among the determinants of such willingness In addition, fear and lack of time were among the barriers of participation.",,2020,14,,10.2147/PPA.S284385,33363361
"Perera, M; El Khoury, J; Chinni, V; Bolton, D; Qu, L; Johnson, P; Trubiano, J; McDonald, CF; Jones, D; Bellomo, R; Patel, O; Ischia, J","Perera, Marlon; El Khoury, John; Chinni, Vidyasagar; Bolton, Damien; Qu, Liang; Johnson, Paul; Trubiano, Jason; McDonald, Christine F.; Jones, Daryl; Bellomo, Rinaldo; Patel, Oneel; Ischia, Joseph",Randomised controlled trial for high-dose intravenous zinc as adjunctive therapy in SARS-CoV-2 (COVID-19) positive critically ill patients: trial protocol,BMJ OPEN,"Introduction SARS-CoV-2 (COVID-19) has caused an international pandemic of respiratory illness, resulting in significant healthcare and economic turmoil. To date, no robust vaccine or treatment has been identified. Elemental zinc has previously been demonstrated to have beneficial effects on coronaviruses and other viral respiratory infections due to its effect on RNA polymerase. Additionally, zinc has well-demonstrated protective effects against hypoxic injury-a clear mechanism of end-organ injury in respiratory distress syndrome. We aimed to assess the effect of high-dose intravenous zinc (HDIVZn) on SARS-CoV-2 infection. The end of study analyses will evaluate the reduction of impact of oxygen saturations or requirement of oxygen supplementation. Methods and analysis We designed a double-blind randomised controlled trial of daily HDIVZn (0.5 mg/kg) versus placebo. Primary outcome measures are lowest oxygen saturation (or greatest level of supplemental oxygenation) for non-ventilated patients and worst PaO2/FiO(2) for ventilated patients. Following power calculations, 60 hospitalised patients and 100 ventilated patients will be recruited to demonstrate a 20% difference. The duration of follow-up is up to the point of discharge. Ethics and dissemination Ethical approval was obtained through the independent Human Research Ethics Committee. Participant recruitment will commence in May 2020. Results will be published in peer-reviewed medical journals.",,2020,10,12,10.1136/bmjopen-2020-040580,33268419
"Schwank, SE; Chung, HF; Hsu, M; Fu, SC; Du, L; Zhu, LP; Huang, HY; Andersson, E; Acharya, G","Schwank, Simone Eliane; Chung, Ho-Fung; Hsu, Mandy; Fu, Shih-Chien; Du, Li; Zhu, Liping; Huang, Hsuan-Ying; Andersson, Ewa; Acharya, Ganesh","Mental health of Urban Mothers (MUM) study: a multicentre randomised controlled trial, study protocol",BMJ OPEN,"Introduction Mental health disorders are common during pregnancy and the postnatal period and can have serious adverse effects on women and their children. The consequences for global mental health due to COVID-19 are likely to be significant and may have a long-term impact on the global burden of disease. Besides physical vulnerability, pregnant women are at increased risk of mental health problems such as anxiety, depression and post-traumatic stress disorder due to the consequences of social distancing. It can result in altered healthcare routines, less support from the family and friends, and in some cases, partners not being allowed to be present during prenatal visits, labour and delivery. Higher than expected, rates of perinatal anxiety and depression have been already reported during the pandemic. Pregnant women may also feel insecure and worried about the effects of COVID-19 on their unborn child if they get infected during pregnancy. Today, young urban women are used to using internet services frequently and efficiently. Therefore, providing mental health support to pregnant women via internet may be effective in ameliorating their anxiety/depression, reducing the risk of serious mental health disorders, and lead to improved maternal and perinatal outcomes. Overarching aim Our aim is to explore the effectiveness of a web-based psychosocial peer-to-peer support intervention in reducing the risk and severity of perinatal mental health disorders and preventing adverse pregnancy outcomes among pregnant women living in metropolitan urban settings. Methods and analysis We plan to conduct a multicentre prospective randomised controlled trial, Mental health of Urban Mothers trial. Pregnant women living in large metropolitan cities will be recruited using internet-based application through non-profit organisations' websites. The women who consent will be randomised to receive a web-based peer-to-peer support intervention or usual care. Data will be analysed to identify the effects of intervention on Edinburgh Postnatal Depression Score and Generalised Anxiety Disorder 7 scores as well as pregnancy outcomes. The impact of COVID-19 pandemic on maternal stress will be assesed using Impact Event Scale-R. Any differences in outcomes between cities will be addressed in subgroup analyses. Ethics and dissemination The study will be conducted according to the principles of Good Clinical Practice and will follow the ethical principles of the Declaration of Helsinki. The study protocol has been approved by the ethical review board of Chinese University of Hong Kong (IRB number 2019-8170) and Shanghai Center for Women's and Children's Health (international review board (IRB) number 2020-F001-12). The results will be disseminated at national and international scientific conferences, published in peer-reviewed medical journals and spread to the public through social media, news outlets and podcasts.",,2020,10,11,10.1136/bmjopen-2020-041133,33247023
"Philip, KEJ; Lewis, A; Jeffery, E; Buttery, S; Cave, P; Cristiano, D; Lound, A; Taylor, K; Man, WDC; Fancourt, D; Polkey, MI; Hopkinson, NS","Philip, Keir E. J.; Lewis, Adam; Jeffery, Edmund; Buttery, Sara; Cave, Phoene; Cristiano, Daniele; Lound, Adam; Taylor, Karen; Man, William D-C; Fancourt, Daisy; Polkey, Michael, I; Hopkinson, Nicholas S.",Moving singing for lung health online in response to COVID-19: experience from a randomised controlled trial,BMJ OPEN RESPIRATORY RESEARCH,"Introduction Singing for lung health (SLH) is a popular arts-in-health activity for people with long-term respiratory conditions. Participants report biopsychosocial benefits, however, research on impact is limited. The 'SLH: Improving Experiences of Lung Disease trial', a randomised controlled, single (assessor) blind, trial of 12 weeks SLH versus usual care for people with chronic obstructive pulmonary disease (COPD) (n=120) was setup to help to address this. The first group (n=18, nine singing and nine controls) started face-to-face (five sessions) before changing to online delivery (seven sessions) due to COVID-19-related physical distancing measures. As such, the experience of this group is here reported as a pilot study to inform further research in this area. Methods We conducted semistructured interviews and thematic analysis regarding barriers, facilitators and key considerations for transitioning from face-to-face to online delivery. Pilot quantitative outcomes include attendance, premeasures and postmeasures of quality of life and disease impact (Short Form 36 Health Survey, COPD Assessment Test score), breathlessness (Medical Research Council breathlessness scale, Dyspnoea-12), depression (Patient Health Questionnaire-9, PHQ-9), anxiety (Generalised Anxiety Disorder-7), balance confidence (Activity specific Balance Confidence, ABC scale) and physical activity (clinical visit PROactive physical activity in COPD tool, combining subjective rating and actigraphy). Results Attendance was 69% overall, (90% of the face-to-face sessions, 53% online sessions). Analysis of semistructured interviews identified three themes regarding participation in SLH delivered face to face and online, these where (1) perceived benefits; (2) digital barriers (online) and (3) digital facilitators (online). Findings were summarised into key considerations for optimising transitioning singing groups from face-to-face to online delivery. Pilot quantitative data suggested possible improvements in depression (treatment effect -4.78 PHQ-9 points, p<0.05, MCID 5) and balance confidence (treatment effect +17.21 ABC scale points, p=0.04, MCID 14.2). Discussion This study identifies key considerations regarding the adaptation of SLH from face-to-face to online delivery. Pilot data suggest online group singing for people with COPD may deliver benefits related to reducing depression and improved balance confidence.",,2020,7,1,10.1136/bmjresp-2020-000737,33239406
"Smit, M; Marinosci, A; Nicoletti, GJ; Perneger, T; Ragozzino, S; Andrey, DO; Stoeckle, M; Jacquerioz, F; Lebowitz, D; Agoritsas, T; Meyer, B; Spechbach, H; Salamun, J; Back, M; Schaubhut, C; Fuchs, S; Decosterd, L; Battegay, M; Guessous, I; Chappuis, F; Kaiser, L; Labhardt, ND; Calmy, A","Smit, Mikaela; Marinosci, Annalisa; Nicoletti, Giovanni Jacopo; Perneger, Thomas; Ragozzino, Silvio; Andrey, Diego O.; Stoeckle, Marcel; Jacquerioz, Frederique; Lebowitz, Dan; Agoritsas, Thomas; Meyer, Benjamin; Spechbach, Herve; Salamun, Julien; Back, Moritz; Schaubhut, Carla; Fuchs, Simon; Decosterd, Laurent; Battegay, Manuel; Guessous, Idris; Chappuis, Francois; Kaiser, Laurent; Labhardt, Niklaus D.; Calmy, Alexandra",Efficacy of pragmatic same-day ring prophylaxis for adult individuals exposed to SARS-CoV-2 in Switzerland (COPEP): protocol of an open-label cluster randomised trial,BMJ OPEN,"Introduction Lopinavir/ritonavir (LPV/r) has been proposed as repurposed drugs for pre-exposure and postexposure prophylaxis as well as therapy of COVID-19. Coronavirus postexposure prophylaxis (COPEP) trial aims at assessing their efficacy as postexposure ring-prophylaxis among adults exposed to SARS-CoV-2. Methods and analysis COPEP is a two-arm open-label cluster-randomised trial conducted in three cantons of Switzerland. Asymptomatic contacts (>= 16 years) of individuals diagnosed with COVID-19 will be randomised (2:1) to either LPV/r (400 mg/100 mg two times per day) for 5 days, or a standard of care arm (no treatment). Asymptomatic individuals may be either SARS-CoV-2 positive or negative. Contacts living in the single household will form a cluster and will be randomised into the same arm. All participants will be followed-up for 21 days and undergo daily monitoring for COVID-19 symptoms. The primary endpoint is 21-day incidence of laboratory-confirmed COVID-19 with >= 1 compatible symptom, analysed in an intention-to-treat (ITT) analysis. The secondary endpoints include the 21-day incidence of COVID-19 as well as SARS-CoV-2 infection in a modified ITT analysis, excluding participants who had a positive SARS-CoV-2 RT-PCR from oropharyngeal swab and/or a positive SARS-CoV-2 IgG serology at baseline. Assuming a 21-day incidence for COVID-19 of 20% among contacts without postexposure chemoprophylaxis, to detect a relative risk reduction of 60% (ie, translating in an absolute reduction from 20% to 8%), with a power of 80%, an alpha of 5%. Accounting for design effect of cluster design of circa 1.1, we plan to enrol 200 participants to the LPV/r arm and 100 to the standard of care arm, 300 participants in total. Ethics and dissemination Ethics approval has been granted by the Commission Cantonale d'Ethique de la Recherche, Ethikkommission Nordwest- und Zentralschweiz and Comitato Etico Cantonale (ref 2020-00864) and Swissmedic (2020DR3056). Results from this trial will be disseminated via journal articles and presentations at national and international conferences. Registered report identifier CCER 2020-0864.",,2020,10,11,10.1136/bmjopen-2020-040110,33184083
"Tavernier, E; McNicholas, B; Pavlov, I; Roca, O; Perez, Y; Laffey, J; Mirza, S; Cosgrave, D; Vines, D; Frat, JP; Ehrmann, S; Li, J","Tavernier, Elsa; McNicholas, Bairbre; Pavlov, Ivan; Roca, Oriol; Perez, Yonatan; Laffey, John; Mirza, Sara; Cosgrave, David; Vines, David; Frat, Jean-Pierre; Ehrmann, Stephan; Li, Jie",Awake prone positioning of hypoxaemic patients with COVID-19: protocol for a randomised controlled open-label superiority meta-trial,BMJ OPEN,"Introduction Prone positioning (PP) is an effective first-line intervention to treat patients with moderate to severe acute respiratory distress syndrome (ARDS) receiving invasive mechanical ventilation, as it improves gas exchanges and reduces mortality. The use of PP in awake spontaneous breathing patients with ARDS secondary to COVID-19 was reported to improve oxygenation in few retrospective trials with small sample size. High-level evidence of awake PP for hypoxaemic patients with COVID-19 patients is still lacking. Methods and analysis The protocol of this meta-trial is a prospective collaborative individual participant data meta-analysis of randomised controlled open label superiority trials. This design is particularly adapted to a rapid scientific response in the pandemic setting. It will take place in multiple sites, among others in USA, Canada, Ireland, France and Spain. Patients will be followed up for 28 days. Patients will be randomised to receive whether awake PP and nasal high flow therapy or standard medical treatment and nasal high flow therapy. Primary outcome is defined as the occurrence rate of tracheal intubation or death up to day 28. An interim analysis plan has been set up on aggregated data from the participating research groups. Ethics and dissemination Ethics approvals were obtained in all participating countries. Results of the meta-trial will be submitted for publication in a peer-reviewed journal. Each randomised controlled trial was registered individually, as follows: NCT04325906, NCT04347941, NCT04358939, NCT04395144 and NCT04391140.",,2020,10,11,10.1136/bmjopen-2020-041520,33177145
"Wang, B; Lai, JK; Yan, XY; Jin, FF; Yi, B; An, CX; Li, YX; Yao, C","Wang, Bin; Lai, Junkai; Yan, Xiaoyan; Jin, Feifei; Yi, Bin; An, Caixia; Li, Yuanxiao; Yao, Chen",COVID-19 Clinical Trials Registered Worldwide for Drug Intervention: An Overview and Characteristic Analysis,DRUG DESIGN DEVELOPMENT AND THERAPY,"Objective: This study aims to comprehensively evaluate the characteristics of clinical drug trials to facilitate the collection of evidence for COVID-19 drug treatments. Methods: A retrospective analysis of 910 trials retrieved on August 7, 2020. Results: A total of 910 registered clinical trials with at least one drug intervention were evaluated. The number of registrations (32.4%, 295) from the United States accounted for nearly one-third of the total and far exceeded that of other countries individually. Furthermore, the peak number of trials were registered in April (34.3%, 312). Over half of the trials (51.2%, 466) are in the recruitment phase, and only 4.2% (38) of the trials have been completed. The median (interquartile range) estimated enrollment is 127 (59, 365). In 39% (355) of trials, the estimated enrollment is less than 100 participants. A total of 94.5% (790) of the trials use randomization in the allocation, 82.7% (753) use a parallel intervention mode, and 52.2% (475) use masking. A total of 287 drug names have been standardized and mapped. Hydroxychloroquine is the leading drug among the registered trials (7.47%, 68). Among the main countries contributing to investigations on hydroxychloroquine, the United States ranks first with 36.76% (25) of the trials. Conclusion: The designs of COVID-19 clinical drug trials have greatly improved in terms of the implementation of randomization and, particularly, blinding methods. In terms of drug reuse, the number of drug types has greatly increased, and hundreds of drugs have been used for efficacy screening. The emergence of large-sample registration trials is expected to address the uncertainty regarding the current clinical efficacy of some drugs.",,2020,14,,10.2147/DDDT.S281700,33239868
"Lopez, RL; Fernandez, SC; Perez, LL; Palacios, AR; Fernandez-Roldan, MC; Alonso, EA; Camacho, IP; Rodriguez-Bano, J; Merchante, N; Olalla, J; Esteban-Moreno, MA; Santos, M; Luque-Pineda, A; Torre-Cisneros, J","Leon Lopez, Rafael; Carcel Fernandez, Sheila; Limia Perez, Laura; Romero Palacios, Alberto; Concepcion Fernandez-Roldan, Maria; Aguilar Alonso, Eduardo; Perez Camacho, Ines; Rodriguez-Bano, Jesus; Merchante, Nicolas; Olalla, Julian; Angeles Esteban-Moreno, M.; Santos, Marta; Luque-Pineda, Antonio; Torre-Cisneros, Julian","Efficacy and safety of early treatment with sarilumab in hospitalised adults with COVID-19 presenting cytokine release syndrome (SARICOR STUDY): protocol of a phase II, open-label, randomised, multicentre, controlled clinical trial",BMJ OPEN,"Introduction About 25% of patients with COVID-19 develop acute respiratory distress syndrome (ARDS) associated with a high release of pro-inflammatory cytokines such as interleukin-6 (IL-6). The aim of the SARICOR study is to demonstrate that early administration of sarilumab (an IL-6 receptor inhibitor) in hospitalised patients with COVID-19, pulmonary infiltrates and a high IL-6 or D-dimer serum level could reduce the progression of ARDS requiring high-flow nasal oxygen or mechanical ventilation (non-invasive or invasive). Methods and analysis Phase II, open-label, randomised, multicentre, controlled clinical trial to study the efficacy and safety of the administration of two doses of sarilumab (200 and 400 mg) plus best available therapy (BAT) in hospitalised adults with COVID-19 presenting cytokine release syndrome. This strategy will be compared with a BAT control group. The efficacy and safety will be monitored up to 28 days postadministration. A total of 120 patients will be recruited (40 patients in each arm). Ethics and dissemination The clinical trial has been approved by the Research Ethics Committee of the coordinating centre and authorised by the Spanish Agency of Medicines and Medical Products. If the hypothesis is verified, the dissemination of the results could change clinical practice by increasing early administration of sarilumab in adult patients with COVID-19 presenting cytokine release syndrome, thus reducing intensive care unit admissions.",,2020,10,11,10.1136/bmjopen-2020-039951,33191263
"Bielik, L; Samoilenko, O; Mudretska, H; Voloshanivska, T; Titunina, K","Bielik, Larysa; Samoilenko, Olena; Mudretska, Hanna; Voloshanivska, Tetiana; Titunina, Kateryna",FEATURES OF CRIMINAL PROCEEDINGS (PRE-TRIAL AND TRIAL INVESTIGATION) IN THE TIME OF PANDEMIC COVID-19,IUS HUMANI-REVISTA DE DERECHO,"The work is devoted to the main problems and features that have emerged in the field of criminal justice (pre-trial investigation and trial) in a pandemic. The relevance of this article is that criminal justice, like other areas of human activity, has been affected after the spread of Covid-19 and its recognition as a pandemic. The introduction of quarantine was accompanied by some problematic issues, including uncertainty in the work of the judiciary and law enforcement agencies, lack of a unified approach to court schedules, and the conduct of certain investigative actions. Thus, it is necessary to analyze the peculiarities of criminal proceedings in a pandemic. An explorative and collative methodology (that considers the comparative law) was used. The proposals have been made to address the problems that arise during the pre-trial investigation and criminal proceedings in a pandemic, in particular: the need to allow videoconferencing in criminal proceedings out of court; a list of programs for video communication have been defined; to provide adequate funding for technical re-equipment; to suspend the terms of criminal proceedings, and; to prevent in the future the situation of cancellation of previously adopted decisions on the strengthening of criminal liability for intentional infection.",,2020,9,2,10.31207/ih.v9i2.251,
"Arkusha, L; Torbas, O; Voloshyna, V; Zavtur, V; Babchynska, T","Arkusha, Larysa; Torbas, Oleksandr; Voloshyna, Vladlena; Zavtur, Viktor; Babchynska, Tetiana",PROBLEMS OF STARTING A PRE-TRIAL INVESTIGATION BEFORE AND DURING THE COVID-19 PANDEMIC. COMPARISON OF THE INTERNATIONAL CONTEXT,IUS HUMANI-REVISTA DE DERECHO,"The challenges posed by the spread of coronavirus infection are global and affect almost all spheres of public life, including criminal justice. To minimize direct social communication, the possibilities of using remote legal procedures in criminal proceedings have been expanded. The legal procedure of pre-trial proceedings established in the Criminal Procedure Code in the part of the beginning of the pre-trial investigation turned out to be misfit to the conditions of continuous quarantine. The purpose of the article is to identify, describe and propose solutions to the problems of starting a pre-trial investigation during the Covid-19 pandemic. Thus, to solve this problem, the article examines the existing problems of pre-trial investigation before and during the Covid-19 pandemic, taking into account domestic scientific experience, as well as current foreign practices to resolve this issue to study the possibility of adopting their best practices and implementing them in the legislation. In the process of research, such methods as the dialectical, structural-functional analysis, comparative-legal and historical method. It is necessary to emphasize the simplification of the procedure for reporting the detected signs of criminal offenses, which necessitates raising the professional level of law enforcement officers, as well as conducting large-scale information work among internet users.",,2020,9,2,10.31207/ih.v9i2.256,
